"symbol"	"ensembl_gene_id"	"gene_family"	"name"	"refseq_accession"
"JAM3"	"ENSG00000166086"	"V-set domain containing;Immunoglobulin like domain containing;Ig-like cell adhesion molecule family"	"junctional adhesion molecule 3"	"NM_032801"
"JAML"	"ENSG00000160593"	"V-set domain containing;Ig-like cell adhesion molecule family"	"junction adhesion molecule like"	"NM_153206"
"JARID2"	"ENSG00000008083"	"AT-rich interaction domain containing;Iron (II) and 2-oxoglutarate dependent oxygenases"	"jumonji and AT-rich interaction domain containing 2"	"NM_004973"
"JAZF1"	"ENSG00000153814"	"Zinc fingers C2H2-type"	"JAZF zinc finger 1"	"NM_175061"
"JCAD"	"ENSG00000165757"	"NULL"	"junctional cadherin 5 associated"	"NM_020848"
"JCHAIN"	"ENSG00000132465"	"NULL"	"joining chain of multimeric IgA and IgM"	"NM_144646"
"JDP2"	"ENSG00000140044"	"Basic leucine zipper proteins"	"Jun dimerization protein 2"	"NM_130469"
"JHY"	"ENSG00000109944"	"NULL"	"junctional cadherin complex regulator"	"NM_024806"
"JKAMP"	"ENSG00000050130"	"NULL"	"JNK1/MAPK8 associated membrane protein"	"NM_001098625"
"JMJD1C"	"ENSG00000171988"	"Lysine demethylases"	"jumonji domain containing 1C"	"NM_004241"
"JMJD4"	"ENSG00000081692"	"NULL"	"jumonji domain containing 4"	"NM_023007"
"JMJD6"	"ENSG00000070495"	"Iron (II) and 2-oxoglutarate dependent oxygenases"	"jumonji domain containing 6, arginine demethylase and lysine hydroxylase"	"NM_015167"
"JMJD7"	"ENSG00000243789"	"Iron (II) and 2-oxoglutarate dependent oxygenases"	"jumonji domain containing 7"	"NM_001114632"
"JMJD8"	"ENSG00000161999"	"NULL"	"jumonji domain containing 8"	"NM_001005920"
"JMY"	"ENSG00000152409"	"Wiskott-Aldrich Syndrome protein family"	"junction mediating and regulatory protein, p53 cofactor"	"NM_152405"
"JOSD1"	"ENSG00000100221"	"MJD deubiquinating enzymes"	"Josephin domain containing 1"	"NM_014876"
"JOSD2"	"ENSG00000161677"	"MJD deubiquinating enzymes"	"Josephin domain containing 2"	"NM_138334"
"JPH1"	"ENSG00000104369"	"Junctophilins"	"junctophilin 1"	"NM_001317830"
"JPH2"	"ENSG00000149596"	"Junctophilins"	"junctophilin 2"	"NM_020433"
"JPH3"	"ENSG00000154118"	"Trinucleotide repeat containing;Junctophilins"	"junctophilin 3"	"NM_001271604"
"JPH4"	"ENSG00000092051"	"Junctophilins"	"junctophilin 4"	"NM_032452"
"JPT1"	"ENSG00000189159"	"NULL"	"Jupiter microtubule associated homolog 1"	"NM_001002032"
"JPT2"	"ENSG00000206053"	"NULL"	"Jupiter microtubule associated homolog 2"	"NM_144570"
"JRK"	"ENSG00000234616"	"Helix-turn-helix CENPB type domain containing;DNA transposon derived genes"	"Jrk helix-turn-helix protein"	"NM_003724"
"JRKL"	"ENSG00000183340"	"Helix-turn-helix CENPB type domain containing;DNA transposon derived genes"	"JRK like"	"NM_003772"
"JSRP1"	"ENSG00000167476"	"NULL"	"junctional sarcoplasmic reticulum protein 1"	"NM_144616"
"JTB"	"ENSG00000143543"	"NULL"	"jumping translocation breakpoint"	"NM_006694"
"JUN"	"ENSG00000177606"	"Basic leucine zipper proteins;Jun transcription factor family"	"Jun proto-oncogene, AP-1 transcription factor subunit"	"NM_002228"
"JUNB"	"ENSG00000171223"	"Basic leucine zipper proteins;Jun transcription factor family"	"JunB proto-oncogene, AP-1 transcription factor subunit"	"NM_002229"
"JUND"	"ENSG00000130522"	"Basic leucine zipper proteins;Jun transcription factor family"	"JunD proto-oncogene, AP-1 transcription factor subunit"	"NM_005354"
"JUP"	"ENSG00000173801"	"Armadillo repeat containing;Beta catenins"	"junction plakoglobin"	"NM_001352773"
"KAAG1"	"ENSG00000146049"	"NULL"	"kidney associated antigen 1"	"NM_181337"
"KALRN"	"ENSG00000160145"	"Fibronectin type III domain containing;I-set domain containing;Rho guanine nucleotide exchange factors"	"kalirin RhoGEF kinase"	"NM_003947"
"KANK1"	"ENSG00000107104"	"Ankyrin repeat domain containing;KN motif and ankyrin repeat domain containing"	"KN motif and ankyrin repeat domains 1"	"NM_015158"
"KANK2"	"ENSG00000197256"	"Ankyrin repeat domain containing;KN motif and ankyrin repeat domain containing"	"KN motif and ankyrin repeat domains 2"	"NM_015493"
"KANK3"	"ENSG00000186994"	"Ankyrin repeat domain containing;KN motif and ankyrin repeat domain containing"	"KN motif and ankyrin repeat domains 3"	"NM_198471"
"KANK4"	"ENSG00000132854"	"Ankyrin repeat domain containing;KN motif and ankyrin repeat domain containing"	"KN motif and ankyrin repeat domains 4"	"NM_181712"
"KANSL1"	"ENSG00000120071"	"NSL histone acetyltransferase complex"	"KAT8 regulatory NSL complex subunit 1"	"NM_015443"
"KANSL1L"	"ENSG00000144445"	"NULL"	"KAT8 regulatory NSL complex subunit 1 like"	"NM_152519"
"KANSL2"	"ENSG00000139620"	"NSL histone acetyltransferase complex"	"KAT8 regulatory NSL complex subunit 2"	"NM_017822"
"KANSL3"	"ENSG00000114982"	"NSL histone acetyltransferase complex"	"KAT8 regulatory NSL complex subunit 3"	"NM_017991"
"KARS"	"ENSG00000065427"	"Aminoacyl tRNA synthetases, Class II;Deafness associated genes"	"lysyl-tRNA synthetase"	"NM_005548"
"KAT2A"	"ENSG00000108773"	"Lysine acetyltransferases;ATAC complex;SAGA complex;GCN5 related N-acetyltransferases;Bromodomain containing"	"lysine acetyltransferase 2A"	"NM_021078"
"KAT2B"	"ENSG00000114166"	"Lysine acetyltransferases;ATAC complex;SAGA complex;GCN5 related N-acetyltransferases;Bromodomain containing"	"lysine acetyltransferase 2B"	"NM_003884"
"KAT5"	"ENSG00000172977"	"Zinc fingers C2HC-type;MYST type domain containing lysine acetyltransferases"	"lysine acetyltransferase 5"	"NM_006388"
"KAT6A"	"ENSG00000083168"	"Zinc fingers C2HC-type;PHD finger proteins;MYST type domain containing lysine acetyltransferases"	"lysine acetyltransferase 6A"	"NM_006766"
"KAT6B"	"ENSG00000156650"	"Zinc fingers C2HC-type;PHD finger proteins;MYST type domain containing lysine acetyltransferases"	"lysine acetyltransferase 6B"	"NM_012330"
"KAT7"	"ENSG00000136504"	"Zinc fingers C2HC-type;MYST type domain containing lysine acetyltransferases"	"lysine acetyltransferase 7"	"NM_007067"
"KAT8"	"ENSG00000103510"	"Zinc fingers C2HC-type;MSL histone acetyltransferase complex;NSL histone acetyltransferase complex;MYST type domain containing lysine acetyltransferases"	"lysine acetyltransferase 8"	"NM_032188"
"KAT14"	"ENSG00000149474"	"ATAC complex;GCN5 related N-acetyltransferases"	"lysine acetyltransferase 14"	"NM_020536"
"KATNA1"	"ENSG00000186625"	"AAA ATPases"	"katanin catalytic subunit A1"	"NM_007044"
"KATNAL1"	"ENSG00000102781"	"AAA ATPases"	"katanin catalytic subunit A1 like 1"	"NM_032116"
"KATNAL2"	"ENSG00000167216"	"AAA ATPases"	"katanin catalytic subunit A1 like 2"	"NM_031303"
"KATNB1"	"ENSG00000140854"	"WD repeat domain containing"	"katanin regulatory subunit B1"	"NM_005886"
"KATNBL1"	"ENSG00000134152"	"NULL"	"katanin regulatory subunit B1 like 1"	"NM_024713"
"KAZALD1"	"ENSG00000107821"	"I-set domain containing"	"Kazal type serine peptidase inhibitor domain 1"	"NM_030929"
"KAZN"	"ENSG00000189337"	"Sterile alpha motif domain containing"	"kazrin, periplakin interacting protein"	"NM_001017999"
"KBTBD2"	"ENSG00000170852"	"BTB domain containing"	"kelch repeat and BTB domain containing 2"	"XM_291224"
"KBTBD3"	"ENSG00000182359"	"BTB domain containing"	"kelch repeat and BTB domain containing 3"	"NM_152433"
"KBTBD4"	"ENSG00000123444"	"BTB domain containing"	"kelch repeat and BTB domain containing 4"	"NM_016506"
"KBTBD6"	"ENSG00000165572"	"BTB domain containing"	"kelch repeat and BTB domain containing 6"	"NM_152903"
"KBTBD7"	"ENSG00000120696"	"BTB domain containing"	"kelch repeat and BTB domain containing 7"	"NM_032138"
"KBTBD8"	"ENSG00000163376"	"BTB domain containing"	"kelch repeat and BTB domain containing 8"	"NM_032505"
"KBTBD11"	"ENSG00000176595"	"BTB domain containing"	"kelch repeat and BTB domain containing 11"	"NM_014867"
"KBTBD12"	"ENSG00000187715"	"BTB domain containing"	"kelch repeat and BTB domain containing 12"	"NM_207335"
"KBTBD13"	"ENSG00000234438"	"BTB domain containing"	"kelch repeat and BTB domain containing 13"	"NM_001101362"
"KCMF1"	"ENSG00000176407"	"Zinc fingers ZZ-type"	"potassium channel modulatory factor 1"	"NM_020122"
"KCNA1"	"ENSG00000111262"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily A member 1"	"NM_000217"
"KCNA2"	"ENSG00000177301"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily A member 2"	"NM_004974"
"KCNA3"	"ENSG00000177272"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily A member 3"	"NM_002232"
"KCNA4"	"ENSG00000182255"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily A member 4"	"NM_002233"
"KCNA5"	"ENSG00000130037"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily A member 5"	"NM_002234"
"KCNA6"	"ENSG00000151079"	"Potassium voltage-gated channels;Protein phosphatase 1 regulatory subunits"	"potassium voltage-gated channel subfamily A member 6"	"NM_002235"
"KCNA7"	"ENSG00000104848"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily A member 7"	"NM_031886"
"KCNA10"	"ENSG00000143105"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily A member 10"	"NM_005549"
"KCNAB1"	"ENSG00000169282"	"Aldo-keto reductases;Potassium voltage-gated channel regulatory subunits"	"potassium voltage-gated channel subfamily A member regulatory beta subunit 1"	"NM_003471"
"KCNAB2"	"ENSG00000069424"	"Aldo-keto reductases;Potassium voltage-gated channel regulatory subunits"	"potassium voltage-gated channel subfamily A regulatory beta subunit 2"	"NM_172130"
"KCNAB3"	"ENSG00000170049"	"Aldo-keto reductases;Potassium voltage-gated channel regulatory subunits"	"potassium voltage-gated channel subfamily A regulatory beta subunit 3"	"NM_004732"
"KCNB1"	"ENSG00000158445"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily B member 1"	"NM_004975"
"KCNB2"	"ENSG00000182674"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily B member 2"	"NM_004770"
"KCNC1"	"ENSG00000129159"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily C member 1"	"NM_004976"
"KCNC2"	"ENSG00000166006"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily C member 2"	"NM_153748"
"KCNC3"	"ENSG00000131398"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily C member 3"	"NM_004977"
"KCNC4"	"ENSG00000116396"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily C member 4"	"NM_001039574"
"KCND1"	"ENSG00000102057"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily D member 1"	"NM_004979"
"KCND2"	"ENSG00000184408"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily D member 2"	"NM_012281"
"KCND3"	"ENSG00000171385"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily D member 3"	"NM_172198"
"KCNE1"	"ENSG00000180509"	"Potassium voltage-gated channel regulatory subunits"	"potassium voltage-gated channel subfamily E regulatory subunit 1"	"NM_000219"
"KCNE1B"	"ENSG00000276289"	"Potassium voltage-gated channel regulatory subunits"	"potassium voltage-gated channel subfamily E regulatory subunit 1B"	"NM_001330065"
"KCNE2"	"ENSG00000159197"	"Potassium voltage-gated channel regulatory subunits"	"potassium voltage-gated channel subfamily E regulatory subunit 2"	"NM_172201"
"KCNE3"	"ENSG00000175538"	"Potassium voltage-gated channel regulatory subunits"	"potassium voltage-gated channel subfamily E regulatory subunit 3"	"NM_005472"
"KCNE4"	"ENSG00000152049"	"Potassium voltage-gated channel regulatory subunits"	"potassium voltage-gated channel subfamily E regulatory subunit 4"	"NM_080671"
"KCNE5"	"ENSG00000176076"	"Potassium voltage-gated channel regulatory subunits"	"potassium voltage-gated channel subfamily E regulatory subunit 5"	"NM_012282"
"KCNF1"	"ENSG00000162975"	"Potassium voltage-gated channels"	"potassium voltage-gated channel modifier subfamily F member 1"	"NM_002236"
"KCNG1"	"ENSG00000026559"	"Potassium voltage-gated channels"	"potassium voltage-gated channel modifier subfamily G member 1"	"NM_002237"
"KCNG2"	"ENSG00000178342"	"Potassium voltage-gated channels"	"potassium voltage-gated channel modifier subfamily G member 2"	"NM_012283"
"KCNG3"	"ENSG00000171126"	"Potassium voltage-gated channels"	"potassium voltage-gated channel modifier subfamily G member 3"	"NM_172344"
"KCNG4"	"ENSG00000168418"	"Potassium voltage-gated channels"	"potassium voltage-gated channel modifier subfamily G member 4"	"NM_172347"
"KCNH1"	"ENSG00000143473"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily H member 1"	"NM_002238"
"KCNH2"	"ENSG00000055118"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily H member 2"	"NM_000238"
"KCNH3"	"ENSG00000135519"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily H member 3"	"NM_012284"
"KCNH4"	"ENSG00000089558"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily H member 4"	"NM_012285"
"KCNH5"	"ENSG00000140015"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily H member 5"	"NM_139318"
"KCNH6"	"ENSG00000173826"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily H member 6"	"NM_030779"
"KCNH7"	"ENSG00000184611"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily H member 7"	"NM_033272"
"KCNH8"	"ENSG00000183960"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily H member 8"	"NM_144633"
"KCNIP1"	"ENSG00000182132"	"Potassium voltage-gated channel regulatory subunits;EF-hand domain containing"	"potassium voltage-gated channel interacting protein 1"	"NM_001278339"
"KCNIP2"	"ENSG00000120049"	"Potassium voltage-gated channel regulatory subunits;EF-hand domain containing"	"potassium voltage-gated channel interacting protein 2"	"NM_014591"
"KCNIP3"	"ENSG00000115041"	"Potassium voltage-gated channel regulatory subunits;EF-hand domain containing"	"potassium voltage-gated channel interacting protein 3"	"NM_013434"
"KCNIP4"	"ENSG00000185774"	"Potassium voltage-gated channel regulatory subunits;EF-hand domain containing"	"potassium voltage-gated channel interacting protein 4"	"NM_025221"
"KCNJ1"	"ENSG00000151704"	"Potassium voltage-gated channel subfamily J"	"potassium voltage-gated channel subfamily J member 1"	"NM_000220"
"KCNJ2"	"ENSG00000123700"	"Potassium voltage-gated channel subfamily J"	"potassium voltage-gated channel subfamily J member 2"	"NM_000891"
"KCNJ3"	"ENSG00000162989"	"Potassium voltage-gated channel subfamily J"	"potassium voltage-gated channel subfamily J member 3"	"NM_002239"
"KCNJ4"	"ENSG00000168135"	"Potassium voltage-gated channel subfamily J"	"potassium voltage-gated channel subfamily J member 4"	"NM_004981"
"KCNJ5"	"ENSG00000120457"	"Potassium voltage-gated channel subfamily J"	"potassium voltage-gated channel subfamily J member 5"	"NM_000890"
"KCNJ6"	"ENSG00000157542"	"Potassium voltage-gated channel subfamily J"	"potassium voltage-gated channel subfamily J member 6"	"NM_002240"
"KCNJ8"	"ENSG00000121361"	"Potassium voltage-gated channel subfamily J"	"potassium voltage-gated channel subfamily J member 8"	"NM_004982"
"KCNJ9"	"ENSG00000162728"	"Potassium voltage-gated channel subfamily J"	"potassium voltage-gated channel subfamily J member 9"	"NM_004983"
"KCNJ10"	"ENSG00000177807"	"Potassium voltage-gated channel subfamily J"	"potassium voltage-gated channel subfamily J member 10"	"NM_002241"
"KCNJ11"	"ENSG00000187486"	"Potassium voltage-gated channel subfamily J"	"potassium voltage-gated channel subfamily J member 11"	"NM_000525"
"KCNJ12"	"ENSG00000184185"	"Potassium voltage-gated channel subfamily J"	"potassium voltage-gated channel subfamily J member 12"	"NM_021012"
"KCNJ13"	"ENSG00000115474"	"Potassium voltage-gated channel subfamily J"	"potassium voltage-gated channel subfamily J member 13"	"NM_002242"
"KCNJ14"	"ENSG00000182324"	"Potassium voltage-gated channel subfamily J"	"potassium voltage-gated channel subfamily J member 14"	"NM_013348"
"KCNJ15"	"ENSG00000157551"	"Potassium voltage-gated channel subfamily J"	"potassium voltage-gated channel subfamily J member 15"	"NM_002243"
"KCNJ16"	"ENSG00000153822"	"Potassium voltage-gated channel subfamily J"	"potassium voltage-gated channel subfamily J member 16"	"NM_018658"
"KCNJ18"	"ENSG00000260458"	"Potassium voltage-gated channel subfamily J"	"potassium voltage-gated channel subfamily J member 18"	"NM_001194958"
"KCNK1"	"ENSG00000135750"	"Potassium two pore domain channel subfamily K "	"potassium two pore domain channel subfamily K member 1"	"NM_002245"
"KCNK2"	"ENSG00000082482"	"Potassium two pore domain channel subfamily K "	"potassium two pore domain channel subfamily K member 2"	"NM_014217"
"KCNK3"	"ENSG00000171303"	"Potassium two pore domain channel subfamily K "	"potassium two pore domain channel subfamily K member 3"	"NM_002246"
"KCNK4"	"ENSG00000182450"	"Potassium two pore domain channel subfamily K "	"potassium two pore domain channel subfamily K member 4"	"NM_033311"
"KCNK5"	"ENSG00000164626"	"Potassium two pore domain channel subfamily K "	"potassium two pore domain channel subfamily K member 5"	"NM_003740"
"KCNK6"	"ENSG00000099337"	"Potassium two pore domain channel subfamily K "	"potassium two pore domain channel subfamily K member 6"	"NM_004823"
"KCNK7"	"ENSG00000173338"	"Potassium two pore domain channel subfamily K "	"potassium two pore domain channel subfamily K member 7"	"NM_005714"
"KCNK9"	"ENSG00000169427"	"Potassium two pore domain channel subfamily K "	"potassium two pore domain channel subfamily K member 9"	"NM_016601"
"KCNK10"	"ENSG00000100433"	"Potassium two pore domain channel subfamily K ;Protein phosphatase 1 regulatory subunits"	"potassium two pore domain channel subfamily K member 10"	"NM_021161"
"KCNK12"	"ENSG00000184261"	"Potassium two pore domain channel subfamily K "	"potassium two pore domain channel subfamily K member 12"	"NM_022055"
"KCNK13"	"ENSG00000152315"	"Potassium two pore domain channel subfamily K "	"potassium two pore domain channel subfamily K member 13"	"NM_022054"
"KCNK15"	"ENSG00000124249"	"Potassium two pore domain channel subfamily K "	"potassium two pore domain channel subfamily K member 15"	"NM_022358"
"KCNK16"	"ENSG00000095981"	"Potassium two pore domain channel subfamily K "	"potassium two pore domain channel subfamily K member 16"	"NM_032115"
"KCNK17"	"ENSG00000124780"	"Potassium two pore domain channel subfamily K "	"potassium two pore domain channel subfamily K member 17"	"NM_031460"
"KCNK18"	"ENSG00000186795"	"Potassium two pore domain channel subfamily K "	"potassium two pore domain channel subfamily K member 18"	"NM_181840"
"KCNMA1"	"ENSG00000156113"	"Potassium calcium-activated channels"	"potassium calcium-activated channel subfamily M alpha 1"	"NM_002247"
"KCNMB1"	"ENSG00000145936"	"Potassium calcium-activated channel subfamily M regulatory beta subunits"	"potassium calcium-activated channel subfamily M regulatory beta subunit 1"	"NM_004137"
"KCNMB2"	"ENSG00000197584"	"Potassium calcium-activated channel subfamily M regulatory beta subunits"	"potassium calcium-activated channel subfamily M regulatory beta subunit 2"	"NM_181361"
"KCNMB3"	"ENSG00000171121"	"Potassium calcium-activated channel subfamily M regulatory beta subunits"	"potassium calcium-activated channel subfamily M regulatory beta subunit 3"	"NM_001163677"
"KCNMB4"	"ENSG00000135643"	"Potassium calcium-activated channel subfamily M regulatory beta subunits"	"potassium calcium-activated channel subfamily M regulatory beta subunit 4"	"NM_014505"
"KCNN1"	"ENSG00000105642"	"Potassium calcium-activated channels"	"potassium calcium-activated channel subfamily N member 1"	"NM_002248"
"KCNN2"	"ENSG00000080709"	"Potassium calcium-activated channels"	"potassium calcium-activated channel subfamily N member 2"	"NM_021614"
"KCNN3"	"ENSG00000143603"	"Potassium calcium-activated channels"	"potassium calcium-activated channel subfamily N member 3"	"NM_002249"
"KCNN4"	"ENSG00000104783"	"Potassium calcium-activated channels"	"potassium calcium-activated channel subfamily N member 4"	"NM_002250"
"KCNQ1"	"ENSG00000053918"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily Q member 1"	"NM_000218"
"KCNQ2"	"ENSG00000075043"	"Potassium voltage-gated channels"	"potassium voltage-gated channel subfamily Q member 2"	"NM_172109"
